,title,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,set
213,Only the Lonely,Roy Orbison,0.57,0.529,5,-10.769,1,0.028,0.377,0.00509,0.203,0.934,123.273,audio_features,0PkBTqRtN25z3oKasWoKlj,spotify:track:0PkBTqRtN25z3oKasWoKlj,https://api.spotify.com/v1/tracks/0PkBTqRtN25z3oKasWoKlj,https://api.spotify.com/v1/audio-analysis/0PkBTqRtN25z3oKasWoKlj,145533,4,N
214,Sexual Healing,Marvin Gaye,0.805,0.602,0,-9.7,0,0.0579,0.119,0.000122,0.0581,0.744,94.382,audio_features,3VZmChrnVW8JK6ano4gSED,spotify:track:3VZmChrnVW8JK6ano4gSED,https://api.spotify.com/v1/tracks/3VZmChrnVW8JK6ano4gSED,https://api.spotify.com/v1/audio-analysis/3VZmChrnVW8JK6ano4gSED,238600,4,N
215,Just Like a Woman,Bob Dylan,0.563,0.441,4,-9.902,1,0.0437,0.773,0.0,0.351,0.468,115.168,audio_features,37Dl7jQMmt0gUnzTKqnjkN,spotify:track:37Dl7jQMmt0gUnzTKqnjkN,https://api.spotify.com/v1/tracks/37Dl7jQMmt0gUnzTKqnjkN,https://api.spotify.com/v1/audio-analysis/37Dl7jQMmt0gUnzTKqnjkN,290467,4,N
216,Moondance,Van Morrison,0.606,0.282,9,-12.207,0,0.0339,0.501,8.3e-06,0.152,0.563,67.409,audio_features,683b4ikwa62JevCjwrmfg6,spotify:track:683b4ikwa62JevCjwrmfg6,https://api.spotify.com/v1/tracks/683b4ikwa62JevCjwrmfg6,https://api.spotify.com/v1/audio-analysis/683b4ikwa62JevCjwrmfg6,274040,4,N
217,Mannish Boy,Muddy Waters,0.598,0.735,2,-10.882,1,0.0973,0.44,0.000215,0.681,0.615,111.129,audio_features,58PSYdY0GFg0LFb2PxYk4T,spotify:track:58PSYdY0GFg0LFb2PxYk4T,https://api.spotify.com/v1/tracks/58PSYdY0GFg0LFb2PxYk4T,https://api.spotify.com/v1/audio-analysis/58PSYdY0GFg0LFb2PxYk4T,321133,3,N
218,Good Times,Chic,0.869,0.503,2,-12.804,1,0.0479,0.0818,0.00837,0.187,0.914,112.664,audio_features,2wYKNcoqKW4IEcllj42xz1,spotify:track:2wYKNcoqKW4IEcllj42xz1,https://api.spotify.com/v1/tracks/2wYKNcoqKW4IEcllj42xz1,https://api.spotify.com/v1/audio-analysis/2wYKNcoqKW4IEcllj42xz1,486187,4,N
219,Should I Stay or Should I Go,The Clash,0.743,0.836,2,-6.465,1,0.116,0.0804,0.0,0.384,0.82,113.375,audio_features,39shmbIHICJ2Wxnk1fPSdz,spotify:track:39shmbIHICJ2Wxnk1fPSdz,https://api.spotify.com/v1/tracks/39shmbIHICJ2Wxnk1fPSdz,https://api.spotify.com/v1/audio-analysis/39shmbIHICJ2Wxnk1fPSdz,188987,4,N
220,Fire and Rain,James Taylor,0.597,0.271,5,-17.293,1,0.0394,0.766,0.0119,0.0933,0.338,76.271,audio_features,1oht5GevPN9t1T3kG1m1GO,spotify:track:1oht5GevPN9t1T3kG1m1GO,https://api.spotify.com/v1/tracks/1oht5GevPN9t1T3kG1m1GO,https://api.spotify.com/v1/audio-analysis/1oht5GevPN9t1T3kG1m1GO,203613,4,N
221,Hoochie Coochie Man,Muddy Waters,0.542,0.588,2,-9.268,1,0.0665,0.67,0.158,0.241,0.881,113.948,audio_features,3KSchPNSklO5McIqRH3qYX,spotify:track:3KSchPNSklO5McIqRH3qYX,https://api.spotify.com/v1/tracks/3KSchPNSklO5McIqRH3qYX,https://api.spotify.com/v1/audio-analysis/3KSchPNSklO5McIqRH3qYX,238533,3,N
222,Dance to the Music,Sly and the Family Stone,0.703,0.529,7,-11.112,1,0.1,0.0168,0.00057,0.911,0.772,128.059,audio_features,1MQWtVcs0PKsY4PA6ZvLiy,spotify:track:1MQWtVcs0PKsY4PA6ZvLiy,https://api.spotify.com/v1/tracks/1MQWtVcs0PKsY4PA6ZvLiy,https://api.spotify.com/v1/audio-analysis/1MQWtVcs0PKsY4PA6ZvLiy,179427,4,N
223,Oh,Roy Orbison,0.619,0.603,9,-9.481,1,0.0342,0.712,0.0,0.0721,0.958,127.433,audio_features,48i055G1OT5KxGGftwFxWy,spotify:track:48i055G1OT5KxGGftwFxWy,https://api.spotify.com/v1/tracks/48i055G1OT5KxGGftwFxWy,https://api.spotify.com/v1/audio-analysis/48i055G1OT5KxGGftwFxWy,178933,4,N
224,Walk on the Wild Side,Lou Reed,0.575,0.318,0,-16.729,1,0.109,0.683,0.000202,0.0934,0.385,104.522,audio_features,5p3JunprHCxClJjOmcLV8G,spotify:track:5p3JunprHCxClJjOmcLV8G,https://api.spotify.com/v1/tracks/5p3JunprHCxClJjOmcLV8G,https://api.spotify.com/v1/audio-analysis/5p3JunprHCxClJjOmcLV8G,254173,4,N
225,Walk Away Renee,The Left Banke,0.405,0.563,9,-7.313,1,0.033,0.735,0.0,0.198,0.592,117.777,audio_features,6utiXjyN4dWoMNEZa2skxn,spotify:track:6utiXjyN4dWoMNEZa2skxn,https://api.spotify.com/v1/tracks/6utiXjyN4dWoMNEZa2skxn,https://api.spotify.com/v1/audio-analysis/6utiXjyN4dWoMNEZa2skxn,164813,4,N
226,Spoonful,Howlin' Wolf,0.821,0.376,0,-13.622,1,0.0487,0.669,1.39e-05,0.106,0.824,119.039,audio_features,7j02rdE5RVtNcNMuLGY5SS,spotify:track:7j02rdE5RVtNcNMuLGY5SS,https://api.spotify.com/v1/tracks/7j02rdE5RVtNcNMuLGY5SS,https://api.spotify.com/v1/audio-analysis/7j02rdE5RVtNcNMuLGY5SS,170000,4,N
227,Boom Boom,John Lee Hooker,0.441,0.455,10,-14.207,1,0.0485,0.62,0.00187,0.135,0.918,160.9,audio_features,2Mr1bGI2E10K7Mt1UJZ6Mw,spotify:track:2Mr1bGI2E10K7Mt1UJZ6Mw,https://api.spotify.com/v1/tracks/2Mr1bGI2E10K7Mt1UJZ6Mw,https://api.spotify.com/v1/audio-analysis/2Mr1bGI2E10K7Mt1UJZ6Mw,152351,4,N
228,Jolene,Dolly Parton,0.674,0.537,1,-10.971,0,0.0363,0.566,0.0,0.131,0.809,110.578,audio_features,2SpEHTbUuebeLkgs9QB7Ue,spotify:track:2SpEHTbUuebeLkgs9QB7Ue,https://api.spotify.com/v1/tracks/2SpEHTbUuebeLkgs9QB7Ue,https://api.spotify.com/v1/audio-analysis/2SpEHTbUuebeLkgs9QB7Ue,161533,4,N
229,Do You Believe in Magic,The Lovin' Spoonful,0.553,0.738,0,-7.963,1,0.0457,0.213,0.0,0.339,0.759,138.602,audio_features,1udKn1oNKYQSQ9OmiIWCMu,spotify:track:1udKn1oNKYQSQ9OmiIWCMu,https://api.spotify.com/v1/tracks/1udKn1oNKYQSQ9OmiIWCMu,https://api.spotify.com/v1/audio-analysis/1udKn1oNKYQSQ9OmiIWCMu,125827,4,N
230,Your Cheatin Heart,Hank Williams,0.662,0.236,0,-11.631,1,0.0285,0.766,2.39e-05,0.0798,0.653,127.85,audio_features,0WwmFdGXe7Yky4T2J1oqLk,spotify:track:0WwmFdGXe7Yky4T2J1oqLk,https://api.spotify.com/v1/tracks/0WwmFdGXe7Yky4T2J1oqLk,https://api.spotify.com/v1/audio-analysis/0WwmFdGXe7Yky4T2J1oqLk,164373,4,N
231,1999,Prince,0.864,0.826,10,-5.496,1,0.0814,0.23,2.36e-06,0.0663,0.596,118.955,audio_features,2QSUyofqpGDCo026OPiTBQ,spotify:track:2QSUyofqpGDCo026OPiTBQ,https://api.spotify.com/v1/tracks/2QSUyofqpGDCo026OPiTBQ,https://api.spotify.com/v1/audio-analysis/2QSUyofqpGDCo026OPiTBQ,373747,4,N
232,Caroline,The Beach Boys,0.402,0.426,10,-9.662,0,0.0262,0.775,6.12e-06,0.175,0.641,75.866,audio_features,5RSQKtG1KNwrzFMEePpjt6,spotify:track:5RSQKtG1KNwrzFMEePpjt6,https://api.spotify.com/v1/tracks/5RSQKtG1KNwrzFMEePpjt6,https://api.spotify.com/v1/audio-analysis/5RSQKtG1KNwrzFMEePpjt6,173933,4,N
233,96 Tears,? and the Mysterians,0.65,0.562,7,-5.965,1,0.0345,0.0624,3.21e-05,0.076,0.882,123.674,audio_features,4PEeZ2U4UfP2Jo8EtIOjus,spotify:track:4PEeZ2U4UfP2Jo8EtIOjus,https://api.spotify.com/v1/tracks/4PEeZ2U4UfP2Jo8EtIOjus,https://api.spotify.com/v1/audio-analysis/4PEeZ2U4UfP2Jo8EtIOjus,176867,4,N
234,In My Room,The Beach Boys,0.341,0.416,11,-9.574,1,0.0265,0.184,6.28e-05,0.0917,0.499,102.886,audio_features,62fX8EW16l8St2yL8rMer9,spotify:track:62fX8EW16l8St2yL8rMer9,https://api.spotify.com/v1/tracks/62fX8EW16l8St2yL8rMer9,https://api.spotify.com/v1/audio-analysis/62fX8EW16l8St2yL8rMer9,134133,3,N
235,Gloria,Them,0.641,0.703,9,-10.434,1,0.0518,0.397,0.00546,0.104,0.722,129.118,audio_features,1DKyFVzIh1oa1fFnEmTkIl,spotify:track:1DKyFVzIh1oa1fFnEmTkIl,https://api.spotify.com/v1/tracks/1DKyFVzIh1oa1fFnEmTkIl,https://api.spotify.com/v1/audio-analysis/1DKyFVzIh1oa1fFnEmTkIl,156800,4,N
236,Bye Bye Love,The Everly Brothers,0.547,0.523,9,-9.176,1,0.0572,0.724,0.0,0.103,0.89,169.598,audio_features,6oRHRkQigTzJ3KwpO3XOV6,spotify:track:6oRHRkQigTzJ3KwpO3XOV6,https://api.spotify.com/v1/tracks/6oRHRkQigTzJ3KwpO3XOV6,https://api.spotify.com/v1/audio-analysis/6oRHRkQigTzJ3KwpO3XOV6,142907,4,N
237,Reach Out,The Four Tops,0.43,0.472,1,-10.458,1,0.0335,0.0951,0.0,0.0636,0.609,141.306,audio_features,5s6W7349TSdJMESqfoZ3uC,spotify:track:5s6W7349TSdJMESqfoZ3uC,https://api.spotify.com/v1/tracks/5s6W7349TSdJMESqfoZ3uC,https://api.spotify.com/v1/audio-analysis/5s6W7349TSdJMESqfoZ3uC,284413,3,N
238,Lean on Me,Bill Withers,0.619,0.22,0,-13.843,1,0.0672,0.782,1.19e-05,0.124,0.426,75.143,audio_features,3M8FzayQWtkvOhqMn2V4T2,spotify:track:3M8FzayQWtkvOhqMn2V4T2,https://api.spotify.com/v1/tracks/3M8FzayQWtkvOhqMn2V4T2,https://api.spotify.com/v1/audio-analysis/3M8FzayQWtkvOhqMn2V4T2,258835,4,N
239,Try a Little Tenderness,Otis Redding,0.587,0.133,9,-15.151,0,0.0565,0.186,2.26e-05,0.258,0.068,102.938,audio_features,36AlMHDBFwSsD3FQOy1R81,spotify:track:36AlMHDBFwSsD3FQOy1R81,https://api.spotify.com/v1/tracks/36AlMHDBFwSsD3FQOy1R81,https://api.spotify.com/v1/audio-analysis/36AlMHDBFwSsD3FQOy1R81,201733,4,N
240,Positively 4th Street,Bob Dylan,0.556,0.463,6,-10.79,1,0.0268,0.817,0.0,0.116,0.764,109.586,audio_features,4heMx0OAwfILu13Lf0VbBM,spotify:track:4heMx0OAwfILu13Lf0VbBM,https://api.spotify.com/v1/tracks/4heMx0OAwfILu13Lf0VbBM,https://api.spotify.com/v1/audio-analysis/4heMx0OAwfILu13Lf0VbBM,247867,4,N
241,Come Together,The Beatles,0.533,0.376,9,-11.913,0,0.0393,0.0302,0.248,0.0926,0.187,165.007,audio_features,2EqlS6tkEnglzr7tkKAAYD,spotify:track:2EqlS6tkEnglzr7tkKAAYD,https://api.spotify.com/v1/tracks/2EqlS6tkEnglzr7tkKAAYD,https://api.spotify.com/v1/audio-analysis/2EqlS6tkEnglzr7tkKAAYD,259947,4,N
242,Bizarre Love Triangle,New Order,0.613,0.885,10,-7.463,1,0.052,0.0804,0.746,0.0997,0.919,118.506,audio_features,6wVViUl2xSRoDK2T7dMZbR,spotify:track:6wVViUl2xSRoDK2T7dMZbR,https://api.spotify.com/v1/tracks/6wVViUl2xSRoDK2T7dMZbR,https://api.spotify.com/v1/audio-analysis/6wVViUl2xSRoDK2T7dMZbR,263213,4,N
243,Loser,Beck,0.654,0.611,2,-10.45,1,0.119,0.0337,0.000178,0.405,0.786,85.387,audio_features,5PntSbMHC1ud6Vvl8x56qd,spotify:track:5PntSbMHC1ud6Vvl8x56qd,https://api.spotify.com/v1/tracks/5PntSbMHC1ud6Vvl8x56qd,https://api.spotify.com/v1/audio-analysis/5PntSbMHC1ud6Vvl8x56qd,235000,4,N
244,Flash Light,Parliament,0.702,0.735,7,-10.458,0,0.0465,0.243,0.117,0.474,0.687,105.177,audio_features,1v1PV2wERHiMPesMWX0qmO,spotify:track:1v1PV2wERHiMPesMWX0qmO,https://api.spotify.com/v1/tracks/1v1PV2wERHiMPesMWX0qmO,https://api.spotify.com/v1/audio-analysis/1v1PV2wERHiMPesMWX0qmO,346667,4,N
245,Hey Joe,The Jimi Hendrix Experience,0.271,0.73,9,-8.637,1,0.0278,0.0238,0.825,0.151,0.523,168.013,audio_features,5P99MRXdxIwqblVlWnlovB,spotify:track:5P99MRXdxIwqblVlWnlovB,https://api.spotify.com/v1/tracks/5P99MRXdxIwqblVlWnlovB,https://api.spotify.com/v1/audio-analysis/5P99MRXdxIwqblVlWnlovB,216689,4,N
246,Black Dog,Led Zeppelin,0.437,0.864,4,-7.842,0,0.0904,0.396,0.0314,0.242,0.749,81.394,audio_features,3qT4bUD1MaWpGrTwcvguhb,spotify:track:3qT4bUD1MaWpGrTwcvguhb,https://api.spotify.com/v1/tracks/3qT4bUD1MaWpGrTwcvguhb,https://api.spotify.com/v1/audio-analysis/3qT4bUD1MaWpGrTwcvguhb,295387,4,N
247,Tired of Being Alone,Al Green,0.772,0.397,7,-8.585,1,0.0391,0.339,0.00541,0.0753,0.617,97.964,audio_features,10vkYRKw6Jjr7try1ir50G,spotify:track:10vkYRKw6Jjr7try1ir50G,https://api.spotify.com/v1/tracks/10vkYRKw6Jjr7try1ir50G,https://api.spotify.com/v1/audio-analysis/10vkYRKw6Jjr7try1ir50G,172320,4,N
248,Train in Vain,The Clash,0.762,0.722,2,-8.712,1,0.0428,0.0922,0.000368,0.132,0.966,122.769,audio_features,6ITuEsxEy2qPhqMowdDAeI,spotify:track:6ITuEsxEy2qPhqMowdDAeI,https://api.spotify.com/v1/tracks/6ITuEsxEy2qPhqMowdDAeI,https://api.spotify.com/v1/audio-analysis/6ITuEsxEy2qPhqMowdDAeI,194667,4,N
249,Shes Not There,The Zombies,0.523,0.803,4,-5.189,0,0.045,0.583,0.0,0.0948,0.898,132.3,audio_features,4Wzt8Dm4xpO3LjWDecP4bA,spotify:track:4Wzt8Dm4xpO3LjWDecP4bA,https://api.spotify.com/v1/tracks/4Wzt8Dm4xpO3LjWDecP4bA,https://api.spotify.com/v1/audio-analysis/4Wzt8Dm4xpO3LjWDecP4bA,145293,4,N
250,Stan,Eminem feat. Dido,0.781,0.739,6,-4.723,0,0.215,0.0371,5.17e-06,0.548,0.514,80.032,audio_features,7FgpbWDh8wAhgmtZGnyxSz,spotify:track:7FgpbWDh8wAhgmtZGnyxSz,https://api.spotify.com/v1/tracks/7FgpbWDh8wAhgmtZGnyxSz,https://api.spotify.com/v1/audio-analysis/7FgpbWDh8wAhgmtZGnyxSz,403360,4,N
251,Cant Buy Me Love,The Beatles,0.483,0.677,0,-5.91,1,0.0593,0.283,0.0,0.321,0.842,170.72,audio_features,3SdingSsFcZDZAyvcJbgAw,spotify:track:3SdingSsFcZDZAyvcJbgAw,https://api.spotify.com/v1/tracks/3SdingSsFcZDZAyvcJbgAw,https://api.spotify.com/v1/audio-analysis/3SdingSsFcZDZAyvcJbgAw,131867,4,N
252,Money (Thats What I Want),Barrett Strong,0.656,0.813,5,-7.324,1,0.033,0.349,0.0,0.114,0.96,132.313,audio_features,6OsefWNJtsWqO7myze1HEX,spotify:track:6OsefWNJtsWqO7myze1HEX,https://api.spotify.com/v1/tracks/6OsefWNJtsWqO7myze1HEX,https://api.spotify.com/v1/audio-analysis/6OsefWNJtsWqO7myze1HEX,158493,4,N
253,Summer Babe (Winter Version),Pavement,0.371,0.854,2,-5.91,1,0.0288,4.84e-06,0.845,0.0617,0.568,97.517,audio_features,1vnKvlb6cj5NLpd1BMJ2jD,spotify:track:1vnKvlb6cj5NLpd1BMJ2jD,https://api.spotify.com/v1/tracks/1vnKvlb6cj5NLpd1BMJ2jD,https://api.spotify.com/v1/audio-analysis/1vnKvlb6cj5NLpd1BMJ2jD,196600,4,N
254,Smokestack Lightning,Howlin' Wolf,0.696,0.58,9,-7.15,1,0.0392,0.825,0.00232,0.12,0.494,145.563,audio_features,6Zo3QapMvKMceJPHTHNs19,spotify:track:6Zo3QapMvKMceJPHTHNs19,https://api.spotify.com/v1/tracks/6Zo3QapMvKMceJPHTHNs19,https://api.spotify.com/v1/audio-analysis/6Zo3QapMvKMceJPHTHNs19,187053,4,N
255,Call Me,Blondie,0.554,0.833,2,-6.667,0,0.0347,0.000646,0.0025,0.0737,0.773,142.673,audio_features,7HKxTNVlkHsfMLhigmhC0I,spotify:track:7HKxTNVlkHsfMLhigmhC0I,https://api.spotify.com/v1/tracks/7HKxTNVlkHsfMLhigmhC0I,https://api.spotify.com/v1/audio-analysis/7HKxTNVlkHsfMLhigmhC0I,212227,4,N
256,You Are the Sunshine of My Life,Stevie Wonder,0.519,0.46,11,-14.53,1,0.0688,0.823,5.97e-05,0.243,0.675,132.082,audio_features,0n2pjCIMKwHSXoYfEbYMfX,spotify:track:0n2pjCIMKwHSXoYfEbYMfX,https://api.spotify.com/v1/tracks/0n2pjCIMKwHSXoYfEbYMfX,https://api.spotify.com/v1/audio-analysis/0n2pjCIMKwHSXoYfEbYMfX,178200,4,N
257,Seven Nation Army,The White Stripes,0.743,0.446,4,-7.807,0,0.0683,0.0039,0.118,0.337,0.278,123.596,audio_features,3dPQuX8Gs42Y7b454ybpMR,spotify:track:3dPQuX8Gs42Y7b454ybpMR,https://api.spotify.com/v1/tracks/3dPQuX8Gs42Y7b454ybpMR,https://api.spotify.com/v1/audio-analysis/3dPQuX8Gs42Y7b454ybpMR,232107,4,N
258,Aint No Sunshine,Bill Withers,0.527,0.415,4,-11.451,0,0.122,0.457,1.72e-05,0.117,0.515,78.169,audio_features,1k1Bqnv2R0uJXQN4u6LKYt,spotify:track:1k1Bqnv2R0uJXQN4u6LKYt,https://api.spotify.com/v1/tracks/1k1Bqnv2R0uJXQN4u6LKYt,https://api.spotify.com/v1/audio-analysis/1k1Bqnv2R0uJXQN4u6LKYt,125093,4,N
259,Chapel of Love,The Dixie Cups,0.602,0.348,9,-10.061,1,0.0288,0.7,0.0,0.52,0.75,124.606,audio_features,7vVG9xbmNQrtdSPTi7KDUm,spotify:track:7vVG9xbmNQrtdSPTi7KDUm,https://api.spotify.com/v1/tracks/7vVG9xbmNQrtdSPTi7KDUm,https://api.spotify.com/v1/audio-analysis/7vVG9xbmNQrtdSPTi7KDUm,170787,4,N
260,Pictures of You,The Cure,0.484,0.776,9,-6.48,1,0.0312,0.00371,0.109,0.131,0.495,171.935,audio_features,1tuwC1Ob5vnYZhvg3zyzJg,spotify:track:1tuwC1Ob5vnYZhvg3zyzJg,https://api.spotify.com/v1/tracks/1tuwC1Ob5vnYZhvg3zyzJg,https://api.spotify.com/v1/audio-analysis/1tuwC1Ob5vnYZhvg3zyzJg,448467,4,N
261,Ziggy Stardust,David Bowie,0.515,0.554,7,-11.616,1,0.0784,0.0478,0.0,0.219,0.509,80.146,audio_features,5IyL3XOaRPpTgxVjRIAxXU,spotify:track:5IyL3XOaRPpTgxVjRIAxXU,https://api.spotify.com/v1/tracks/5IyL3XOaRPpTgxVjRIAxXU,https://api.spotify.com/v1/audio-analysis/5IyL3XOaRPpTgxVjRIAxXU,193880,4,N
262,Ill Take You There,The Staple Singers,0.846,0.595,0,-8.372,1,0.0439,0.0904,1.96e-06,0.063,0.78,101.632,audio_features,5YLnfy7R2kueN0BRPkjiEG,spotify:track:5YLnfy7R2kueN0BRPkjiEG,https://api.spotify.com/v1/tracks/5YLnfy7R2kueN0BRPkjiEG,https://api.spotify.com/v1/audio-analysis/5YLnfy7R2kueN0BRPkjiEG,196827,4,N
263,Born in the U.S.A.,Bruce Springsteen,0.398,0.952,4,-6.042,1,0.061,0.000373,7.75e-05,0.1,0.584,122.093,audio_features,0dOg1ySSI7NkpAe89Zo0b9,spotify:track:0dOg1ySSI7NkpAe89Zo0b9,https://api.spotify.com/v1/tracks/0dOg1ySSI7NkpAe89Zo0b9,https://api.spotify.com/v1/audio-analysis/0dOg1ySSI7NkpAe89Zo0b9,278680,4,N
264,Somebody to Love,Jefferson Airplane,0.504,0.578,4,-9.302,1,0.031,0.408,0.0,0.321,0.654,132.411,audio_features,4uGIJG1jYFonGc4LGp5uQL,spotify:track:4uGIJG1jYFonGc4LGp5uQL,https://api.spotify.com/v1/tracks/4uGIJG1jYFonGc4LGp5uQL,https://api.spotify.com/v1/audio-analysis/4uGIJG1jYFonGc4LGp5uQL,174840,4,N
265,Something,The Beatles,0.396,0.338,0,-10.872,1,0.0304,0.198,2.62e-06,0.138,0.377,133.522,audio_features,0pNeVovbiZHkulpGeOx1Gj,spotify:track:0pNeVovbiZHkulpGeOx1Gj,https://api.spotify.com/v1/tracks/0pNeVovbiZHkulpGeOx1Gj,https://api.spotify.com/v1/audio-analysis/0pNeVovbiZHkulpGeOx1Gj,182293,4,N
266,Sweet Little Sixteen,Chuck Berry,0.507,0.627,1,-7.838,1,0.0354,0.575,0.0,0.198,0.962,175.309,audio_features,4GWHrdyVTC0AWwuRgoWzE7,spotify:track:4GWHrdyVTC0AWwuRgoWzE7,https://api.spotify.com/v1/tracks/4GWHrdyVTC0AWwuRgoWzE7,https://api.spotify.com/v1/audio-analysis/4GWHrdyVTC0AWwuRgoWzE7,180747,4,N
267,Sloop John B,The Beach Boys,0.567,0.745,8,-5.423,1,0.0264,0.402,0.0,0.0873,0.903,125.575,audio_features,2ULL3VZf4WwBKO4vjwT7Bg,spotify:track:2ULL3VZf4WwBKO4vjwT7Bg,https://api.spotify.com/v1/tracks/2ULL3VZf4WwBKO4vjwT7Bg,https://api.spotify.com/v1/audio-analysis/2ULL3VZf4WwBKO4vjwT7Bg,180133,4,N
268,He Stopped Loving Her Today,George Jones,0.351,0.21,8,-14.838,1,0.0334,0.76,0.000138,0.29,0.394,144.25,audio_features,1q0wCfrE9eGFMzS2g8aVnx,spotify:track:1q0wCfrE9eGFMzS2g8aVnx,https://api.spotify.com/v1/tracks/1q0wCfrE9eGFMzS2g8aVnx,https://api.spotify.com/v1/audio-analysis/1q0wCfrE9eGFMzS2g8aVnx,195760,4,N
269,Roadrunner,The Modern Lovers,0.462,0.84,2,-6.666,1,0.0346,4.98e-05,6.47e-05,0.0893,0.804,75.54,audio_features,5E5HYgxGMp3BPakHGfKfIB,spotify:track:5E5HYgxGMp3BPakHGfKfIB,https://api.spotify.com/v1/tracks/5E5HYgxGMp3BPakHGfKfIB,https://api.spotify.com/v1/audio-analysis/5E5HYgxGMp3BPakHGfKfIB,246440,4,N
270,Jesus Walks,Kanye West,0.637,0.834,3,-4.686,0,0.323,0.614,0.0,0.317,0.715,87.312,audio_features,5g1vtHqi9uV7xtYeCcFOBx,spotify:track:5g1vtHqi9uV7xtYeCcFOBx,https://api.spotify.com/v1/tracks/5g1vtHqi9uV7xtYeCcFOBx,https://api.spotify.com/v1/audio-analysis/5g1vtHqi9uV7xtYeCcFOBx,193733,4,N
271,Sunday Bloody Sunday,U2,0.543,0.944,6,-7.495,1,0.0543,0.402,0.000564,0.0373,0.735,101.174,audio_features,6C4LXC9UFH1IKiHYOp0BiJ,spotify:track:6C4LXC9UFH1IKiHYOp0BiJ,https://api.spotify.com/v1/tracks/6C4LXC9UFH1IKiHYOp0BiJ,https://api.spotify.com/v1/audio-analysis/6C4LXC9UFH1IKiHYOp0BiJ,279440,4,N
272,Personality Crisis,New York Dolls,0.429,0.914,7,-9.594,1,0.0505,0.0321,9.26e-05,0.436,0.685,155.588,audio_features,4AwKXevZmsTNa3KZVj3rzl,spotify:track:4AwKXevZmsTNa3KZVj3rzl,https://api.spotify.com/v1/tracks/4AwKXevZmsTNa3KZVj3rzl,https://api.spotify.com/v1/audio-analysis/4AwKXevZmsTNa3KZVj3rzl,221507,4,N
273,Tighten Up,Archie Bell and The Drells,0.708,0.441,11,-12.931,1,0.196,0.242,0.000147,0.0899,0.724,125.191,audio_features,6IIcvtmuGpWIasqOpyGlyY,spotify:track:6IIcvtmuGpWIasqOpyGlyY,https://api.spotify.com/v1/tracks/6IIcvtmuGpWIasqOpyGlyY,https://api.spotify.com/v1/audio-analysis/6IIcvtmuGpWIasqOpyGlyY,196000,4,N
274,Walking in the Rain,The Ronettes,0.495,0.649,10,-8.295,1,0.032,0.434,0.0,0.1,0.403,108.031,audio_features,6LHzCuLzfZQr0V8eZD9TPC,spotify:track:6LHzCuLzfZQr0V8eZD9TPC,https://api.spotify.com/v1/tracks/6LHzCuLzfZQr0V8eZD9TPC,https://api.spotify.com/v1/audio-analysis/6LHzCuLzfZQr0V8eZD9TPC,196720,4,N
275,Sail Away,Randy Newman,0.341,0.161,5,-12.324,1,0.0326,0.936,0.000488,0.12,0.0961,134.75,audio_features,79zQv3SsEOmyPAgUP4YDjz,spotify:track:79zQv3SsEOmyPAgUP4YDjz,https://api.spotify.com/v1/tracks/79zQv3SsEOmyPAgUP4YDjz,https://api.spotify.com/v1/audio-analysis/79zQv3SsEOmyPAgUP4YDjz,173267,4,N
276,Hes A Rebel,The Crystals,0.712,0.757,6,-6.449,1,0.0572,0.63,1.63e-06,0.529,0.866,117.367,audio_features,0mG8Hety4RELeo6p808fcy,spotify:track:0mG8Hety4RELeo6p808fcy,https://api.spotify.com/v1/tracks/0mG8Hety4RELeo6p808fcy,https://api.spotify.com/v1/audio-analysis/0mG8Hety4RELeo6p808fcy,150605,4,N
277,Ooo Baby Baby,Smokey Robinson and The Miracles,0.185,0.344,7,-9.378,1,0.0295,0.81,0.0,0.166,0.424,178.635,audio_features,3nsJGZ5RV2ZHkbKvD771gU,spotify:track:3nsJGZ5RV2ZHkbKvD771gU,https://api.spotify.com/v1/tracks/3nsJGZ5RV2ZHkbKvD771gU,https://api.spotify.com/v1/audio-analysis/3nsJGZ5RV2ZHkbKvD771gU,164160,3,N
278,Higher Ground,Stevie Wonder,0.716,0.85,8,-9.949,1,0.0426,0.0631,0.00133,0.189,0.821,125.474,audio_features,0dMd4rilfd6gPbXaLpNYhu,spotify:track:0dMd4rilfd6gPbXaLpNYhu,https://api.spotify.com/v1/tracks/0dMd4rilfd6gPbXaLpNYhu,https://api.spotify.com/v1/audio-analysis/0dMd4rilfd6gPbXaLpNYhu,222600,4,N
279,Hallelujah,Jeff Buckley,0.324,0.136,0,-10.33,1,0.0318,0.931,0.00117,0.176,0.0831,97.256,audio_features,3pRaLNL3b8x5uBOcsgvdqM,spotify:track:3pRaLNL3b8x5uBOcsgvdqM,https://api.spotify.com/v1/tracks/3pRaLNL3b8x5uBOcsgvdqM,https://api.spotify.com/v1/audio-analysis/3pRaLNL3b8x5uBOcsgvdqM,413827,3,N
280,Oh,The Dells,0.5,0.543,8,-7.354,1,0.0341,0.103,0.0,0.0748,0.597,106.291,audio_features,2ht21Rlf8L6cPLBkYmhpcs,spotify:track:2ht21Rlf8L6cPLBkYmhpcs,https://api.spotify.com/v1/tracks/2ht21Rlf8L6cPLBkYmhpcs,https://api.spotify.com/v1/audio-analysis/2ht21Rlf8L6cPLBkYmhpcs,247267,3,N
